"","nome_socio","txNomeParlamentar","nomeCivil","distancia","considerado.igual"
"1","RICARDO ARRUDA NUNES","RICARDO ARRUDA","RICARDO ARRUDA NUNES",0,TRUE
"2","OSORIO ADRIANO FILHO","OSORIO ADRIANO","OSORIO ADRIANO",6,TRUE
"3","IOLANDA KEIKO MIASHIRO OTA","KEIKO OTA","IOLANDA KEIKO MIASHIRO OTA",0,TRUE
"4","MOISES NOGUEIRA AVELINO","MOISES AVELINO","MOISES NOGUEIRA AVELINO",0,TRUE
"5","LUIZ GONZAGA PATRIOTA","Gonzaga Patriota","LUIZ GONZAGA PATRIOTA",0,TRUE
"6","DARCISIO PAULO PERONDI","Darcísio Perondi","DARCISIO PAULO PERONDI",0,TRUE
"7","MAGDA MOFATTO HON","Magda Mofatto","MAGDA MOFATTO HON",0,TRUE
"8","MARCIO DELLA VALLE BIOLCHI","Márcio Biolchi","MARCIO DELLA VALLE BIOLCHI",0,TRUE
"9","JOAO CARLOS PAOLILO BACELAR FILHO","João Carlos Bacelar","JOAO CARLOS PAOLILO BACELAR FILHO",0,TRUE
"10","EZEQUIEL CORTAZ TEIXEIRA","EZEQUIEL TEIXEIRA","EZEQUIEL CORTAZ TEIXEIRA",0,TRUE
"11","JOAO PAULO KARAM KLEINUBING","JOÃO PAULO KLEINÜBING","JOAO PAULO KARAM KLEINUBING",0,TRUE
"12","MARCELO COSTA E CASTRO","MARCELO CASTRO","MARCELO COSTA E CASTRO",0,TRUE
"13","JOAO LUCIO MAGALHAES BIFANO","JOÃO MAGALHÃES","JOAO LUCIO MAGALHAES BIFANO",0,TRUE
"14","WELLINGTON SALGADO DE OLIVEIRA","WELLINGTON SALGADO","WELLINGTON SALGADO DE OLIVEIRA",0,TRUE
"15","REGINALDO LAZARO DE OLIVEIRA LOPES","Reginaldo Lopes","REGINALDO LAZARO DE OLIVEIRA LOPES",0,TRUE
"16","JULIO JOSE DE CAMPOS","JÚLIO CAMPOS","JULIO JOSE DE CAMPOS",0,TRUE
"17","VICENTE FERREIRA DE ARRUDA COELHO","VICENTE ARRUDA","VICENTE FERREIRA DE ARRUDA COELHO",0,TRUE
"18","JOSE CARLOS SCHIAVINATO","Schiavinato","JOSE CARLOS SCHIAVINATO",0,TRUE
"19","JOSE ELEONILDO SOARES","PINTO ITAMARATY","JOSE ELEONILDO SOARES",0,TRUE
"20","ALEXANDRE LEITE DA SILVA","Alexandre Leite","ALEXANDRE LEITE DA SILVA",0,TRUE
"21","LUIZ CARLOS MOTTA","Luiz Carlos Motta","LUIZ CARLOS MOTTA",0,TRUE
"22","PAULO CESAR DE OLIVEIRA LIMA","PAULO LIMA","PAULO CESAR DE OLIVEIRA LIMA",0,TRUE
"23","ELEUSES VIEIRA DE PAIVA","ELEUSES PAIVA","ELEUSES VIEIRA DE PAIVA",0,TRUE
"24","ROBERTO DORNER","ROBERTO DORNER","ROBERTO DORNER",0,TRUE
"25","LUCIANO CALDAS BIVAR","Luciano Bivar","LUCIANO CALDAS BIVAR",0,TRUE
"26","BENEDITO DE CARVALHO SA","B. SÁ","BENEDITO DE CARVALHO SA",0,TRUE
"27","JOAO GUALBERTO VASCONCELOS","JOÃO GUALBERTO","JOAO GUALBERTO VASCONCELOS",0,TRUE
"28","ABEL SALVADOR MESQUITA JUNIOR","ABEL MESQUITA JR.","ABEL SALVADOR MESQUITA JUNIOR",0,TRUE
"29","ARNALDO CALIL PEREIRA JARDIM","Arnaldo Jardim","ARNALDO CALIL PEREIRA JARDIM",0,TRUE
"30","MANUEL ROSA DA SILVA","MANUEL ROSA NECA","MANUEL ROSA DA SILVA",0,TRUE
"31","HUMBERTO REZENDE PEREIRA","Beto Pereira","HUMBERTO REZENDE PEREIRA",0,TRUE
"32","JOSE LINHARES PONTE","JOSÉ LINHARES","JOSE LINHARES PONTE",0,TRUE
"33","LUIS ANTONIO FRANCISCATTO COVATTI","Covatti Filho","LUIS ANTONIO FRANCISCATTO COVATTI",0,TRUE
"34","RONALDO FONSECA DE SOUZA","RONALDO FONSECA","RONALDO FONSECA DE SOUZA",0,TRUE
"35","CARLOS HENRIQUE AMORIM","Carlos Henrique Gaguim","CARLOS HENRIQUE AMORIM",0,TRUE
"36","NILSON APARECIDO LEITAO","NILSON LEITÃO","NILSON APARECIDO LEITAO",0,TRUE
"37","ALFREDO HELIO SYRKIS","ALFREDO SIRKIS","ALFREDO HELIO SYRKIS",0,TRUE
"38","VALDIR LUIZ ROSSONI","ROSSONI","VALDIR LUIZ ROSSONI",0,TRUE
"39","FRANCISCO LUIZ ESCORCIO LIMA","FRANCISCO ESCÓRCIO","FRANCISCO LUIZ ESCORCIO LIMA",0,TRUE
"40","ROMULO JOSE DE GOUVEIA","RÔMULO GOUVEIA","ROMULO JOSE DE GOUVEIA",0,TRUE
"41","ETIVALDO VADAO GOMES","VADÃO GOMES","ETIVALDO VADAO GOMES",0,TRUE
"42","ATILA SIDNEY LINS DE ALBUQUERQUE","Átila Lins","ATILA SIDNEY LINS ALBUQUERQUE",3,TRUE
"43","IZALCI LUCAS FERREIRA","IZALCI LUCAS","IZALCI LUCAS FERREIRA",0,TRUE
"44","ROMARIO DE SOUZA FARIA","ROMÁRIO","ROMARIO DE SOUZA FARIA",0,TRUE
"45","RAUL DA SILVA LIMA SOBRINHO","RAUL LIMA","RAUL DA SILVA LIMA SOBRINHO",0,TRUE
"46","ARMANDO VERGILIO DOS SANTOS JUNIOR","ARMANDO VERGÍLIO","ARMANDO VERGILIO DOS SANTOS JUNIOR",0,TRUE
"47","WALTER SHINDI IIHOSHI","WALTER IHOSHI","WALTER SHINDI IIHOSHI",0,TRUE
"48","CARLOS ALBERTO PEREIRA","CARLOS ALBERTO","CARLOS ALBERTO DE SOUSA",11,FALSE
"49","CARLOS ALBERTO PEREIRA","CARLOS ALBERTO","CARLOS ALBERTO CINCURA",8,FALSE
"50","CARLOS ALBERTO PEREIRA","CARLOS ALBERTO","CARLOS ALBERTO PEREIRA",0,TRUE
"51","JOSE SIMPLICIO ALVES DE ARAUJO","Simplício Araújo","JOSE SIMPLICIO ALVES DE ARAUJO",0,TRUE
"52","ROBSON LEMOS RODOVALHO","RODOVALHO","ROBSON LEMOS RODOVALHO",0,TRUE
"53","FELIX DE ALMEIDA MENDONCA JUNIOR","Félix Mendonça Júnior","FELIX DE ALMEIDA MENDONCA JUNIOR",0,TRUE
"54","SINVAL MALHEIROS PINTO JUNIOR","Dr. Sinval Malheiros","SINVAL MALHEIROS PINTO JUNIOR",0,TRUE
"55","LUIZ HENRIQUE MANDETTA","MANDETTA","LUIZ HENRIQUE MANDETTA",0,TRUE
"56","LUIZ CARLOS SETIM","LUIZ CARLOS SETIM","LUIZ CARLOS SETIM",0,TRUE
"57","MARCIO REINALDO DIAS MOREIRA","MARCIO REINALDO MOREIRA","MARCIO REINALDO DIAS MOREIRA",0,TRUE
"58","CARLOS EDUARDO TORRES GOMES","EDUARDO GOMES","CARLOS EDUARDO TORRES GOMES",0,TRUE
"59","NELSON LUIZ PROENCA FERNANDES","NELSON PROENÇA","NELSON LUIZ PROENCA FERNANDES",0,TRUE
"60","FLAVIA CARREIRO ALBUQUERQUE MORAIS","Flávia Morais","FLAVIA CARREIRO ALBUQUERQUE MORAIS",0,TRUE
"61","PEDRO BANDARRA WESTPHALEN","Pedro Westphalen","PEDRO BANDARRA WESTPHALEN",0,TRUE
"62","ANTONIO EUSTAQUIO ANDRADE FERREIRA","ANTÔNIO ANDRADE","ANTONIO EUSTAQUIO ANDRADE FERREIRA",0,TRUE
"63","LUIZ CARLOS PIETSCHMANN","LUIZ PITIMAN","LUIZ CARLOS PIETSCHMANN",0,TRUE
"64","JOSE FERNANDO APARECIDO DE OLIVEIRA","JOSÉ FERNANDO APARECIDO DE OLI","JOSE FERNANDO APARECIDO DE OLI",5,TRUE
"65","ANTONIO DA JUSTA FEIJAO","ANTONIO FEIJÃO","ANTONIO DA JUSTA FEIJAO",0,TRUE
"66","BEATRIZ KICIS TORRENTS DE SORDI","Bia Kicis","BEATRIZ KICIS TORRENTS DE SORDI",0,TRUE
"67","JANETE MARIA GOES CAPIBERIBE","JANETE CAPIBERIBE","JANETE MARIA GOES CAPIBERIBE",0,TRUE
"68","ELIAS VAZ DE ANDRADE","Elias Vaz","ELIAS VAZ DE ANDRADE",0,TRUE
"69","MAURICIO GONCALVES TRINDADE","MAURÍCIO TRINDADE","MAURICIO GONCALVES TRINDADE",0,TRUE
"70","AFFONSO ALVES DE CAMARGO NETO","AFFONSO CAMARGO","AFFONSO ALVES DE CAMARGO",5,TRUE
"71","AFFONSO ALVES DE CAMARGO NETO","AFFONSO CAMARGO","AFFONSO ALVES DE CAMARGO NETO",0,TRUE
"72","ANDRES NAVARRO SANCHEZ","ANDRES SANCHEZ","ANDRES NAVARRO SANCHEZ",0,TRUE
"73","LUIZ ROBERTO DE ALBUQUERQUE","BETO ALBUQUERQUE","LUIZ ROBERTO DE ALBUQUERQUE",0,TRUE
"74","RODRIGO SANTOS DA ROCHA LOURES","ROCHA LOURES","RODRIGO SANTOS DA ROCHA LOURES",0,TRUE
"75","NEREU CRISPIM","Nereu Crispim","NEREU CRISPIM",0,TRUE
"76","JULIO LUIZ BAPTISTA LOPES","JULIO LOPES","JULIO LUIZ BAPTISTA LOPES",0,TRUE
"77","FLORDELIS DOS SANTOS DE SOUZA","Flordelis","FLORDELIS DOS SANTOS DE SOUZA",0,TRUE
"78","JOSE CAVALCANTI ALVES JUNIOR","ZECA CAVALCANTI","JOSE CAVALCANTI ALVES JUNIOR",0,TRUE
"79","WILLIAM DIB","WILLIAM DIB","WILLIAM DIB",0,TRUE
"80","JOSE MIGUEL MARTINI","MIGUEL MARTINI","JOSE MIGUEL MARTINI",0,TRUE
"81","GILBERTO COUTINHO FREIRE","GILBERTO COUTINHO","GILBERTO COUTINHO FREIRE",0,TRUE
"82","CELSO UBIRAJARA RUSSOMANNO","Celso Russomanno","CELSO UBIRAJARA RUSSOMANNO",0,TRUE
"83","CLAUDIO ALBERTO CASTELO BRANCO PUTY","CLÁUDIO PUTY","CLAUDIO ALBERTO CASTELO BRANCO PUTY",0,TRUE
"84","MARIANA FONSECA RIBEIRO CARVALHO DE MORAES","Mariana Carvalho","MARIANA FONSECA RIBEIRO CARVALHO DE MORAES",0,TRUE
"85","JOSE SANTANA DE VASCONCELLOS MOREIRA","JOSÉ SANTANA VASCONCELLOS","JOSE SANTANA VASCONCELLOS",11,FALSE
"86","OSIRES RODRIGUES DAMASO","Osires Damaso","OSIRES RODRIGUES DAMASO",0,TRUE
"87","CIRO NOGUEIRA LIMA FILHO","CIRO NOGUEIRA","CIRO NOGUEIRA LIMA FILHO",0,TRUE
"88","CIRO NOGUEIRA LIMA FILHO","CIRO NOGUEIRA","CIRO NOGUEIRA LIMA",6,TRUE
"89","ALTINEU CORTES FREITAS COUTINHO","Altineu Côrtes","ALTINEU CORTES FREITAS COUTINHO",0,TRUE
"90","PAULO TADEU VALE DA SILVA","PAULO TADEU","PAULO TADEU VALE DA SILVA",0,TRUE
"91","ALCIDES RIBEIRO FILHO","Professor Alcides","ALCIDES RIBEIRO FILHO",0,TRUE
"92","RENATO COZZOLINO SOBRINHO","RENATO COZZOLINO","RENATO COZZOLINO SOBRINHO",0,TRUE
"93","ANTONIO MARCELO TEIXEIRA SOUSA","MARCELO TEIXEIRA","ANTONIO MARCELO TEIXEIRA SOUSA",0,TRUE
"94","WILSON PICLER","WILSON PICLER","WILSON PICLER",0,TRUE
"95","EDGAR MOURY FERNANDES SOBRINHO","EDGAR MOURY","EDGAR MOURY FERNANDES SOBRINHO",0,TRUE
"96","ANDRE LUIZ VARGAS ILARIO","ANDRE VARGAS","ANDRE LUIZ VARGAS ILARIO",0,TRUE
"97","JACOB ALFREDO STOFFELS KAEFER","ALFREDO KAEFER","JACOB ALFREDO STOFFELS KAEFER",0,TRUE
"98","JAIME MARTINS FILHO","JAIME MARTINS","JAIME MARTINS FILHO",0,TRUE
"99","REINHOLD STEPHANES","REINHOLD STEPHANES","REINHOLD STEPHANES",0,TRUE
"100","JOSE DE ARAUJO MENDONCA SOBRINHO","MENDONÇA PRADO","JOSE DE ARAUJO MENDONCA SOBRINHO",0,TRUE
"101","RICARDO JOSE MAGALHAES BARROS","Ricardo Barros","RICARDO JOSE MAGALHAES BARROS",0,TRUE
"102","GERVASIO JOSE DA SILVA","GERVÁSIO SILVA","GERVASIO JOSE DA SILVA",0,TRUE
"103","JOAO CALDAS DA SILVA","JOÃO CALDAS","JOAO CALDAS DA SILVA",0,TRUE
"104","LINDOMAR BARBOSA ALVES","LINDOMAR GARÇON","LINDOMAR BARBOSA ALVES",0,TRUE
"105","PEDRO OLIVEIRA CUNHA LIMA","Pedro Cunha Lima","PEDRO OLIVEIRA CUNHA LIMA",0,TRUE
"106","ANTONIO JACOME DE LIMA JUNIOR","ANTÔNIO JÁCOME","ANTONIO JACOME DE LIMA JUNIOR",0,TRUE
"107","JOAO DA SILVA MAIA","João Maia","JOAO DA SILVA MAIA",0,TRUE
"108","JACKSON BARRETO DE LIMA","JACKSON BARRETO","JACKSON BARRETO DE LIMA",0,TRUE
"109","RICARDO QUIRINO DOS SANTOS","RICARDO QUIRINO","RICARDO QUIRINO DOS SANTOS",0,TRUE
"110","FELIPE CATALAO MAIA","FELIPE MAIA","FELIPE CATALAO MAIA",0,TRUE
"111","LUIZ FLAVIO GOMES","Luiz Flávio Gomes","LUIZ FLAVIO GOMES",0,TRUE
"112","HAROLDO ALVES CAMPOS","Haroldo Cathedral","HAROLDO ALVES CAMPOS",0,TRUE
"113","LUIZ ALBERTO OVANDO","Dr. Luiz Ovando","LUIZ ALBERTO OVANDO",0,TRUE
"114","HENRIQUE EDUARDO LYRA ALVES","HENRIQUE EDUARDO ALVES","HENRIQUE EDUARDO LYRA ALVES",0,TRUE
"115","GUILHERME CRUZ DE SOUZA COELHO","GUILHERME COELHO","GUILHERME CRUZ DE SOUZA COELHO",0,TRUE
"116","MARIA LUCIA CARDOSO","MARIA LÚCIA CARDOSO","MARIA LUCIA CARDOSO",0,TRUE
"117","NEWTON CARDOSO","NEWTON CARDOSO","NEWTON CARDOSO",0,TRUE
"118","JORGE KHOURY HEDAYE","JORGE KHOURY","JORGE KHOURY HEDAYE",0,TRUE
"119","OLAVO BILAC PINTO NETO","Bilac Pinto","OLAVO BILAC PINTO NETO",0,TRUE
"120","ROBSON TUMA","ROBSON TUMA","ROBSON TUMA",0,TRUE
"121","AUREO LIDIO MOREIRA RIBEIRO","Aureo Ribeiro","AUREO LIDIO MOREIRA RIBEIRO",0,TRUE
"122","OSVALDO OLAVIO MAFRA","OSVALDO MAFRA","OSVALDO OLAVIO MAFRA",0,TRUE
"123","VICTOR PIRES FRANCO NETO","VIC PIRES FRANCO","VICTOR PIRES FRANCO NETO",0,TRUE
"124","ARTHUR DE OLIVEIRA MAIA DA SILVA","Arthur Oliveira Maia","ARTHUR DE OLIVEIRA MAIA DA SILVA",0,TRUE
"125","ADRIANA MIGUEL VENTURA","Adriana Ventura","ADRIANA MIGUEL VENTURA",0,TRUE
"126","EUNICIO LOPES DE OLIVEIRA","EUNICIO OLIVEIRA","EUNICIO OLIVEIRA",9,FALSE
"127","JORGE CATARINO LEONARDELI BOEIRA","JORGE BOEIRA","JORGE CATARINO LEONARDELI BOEIRA",0,TRUE
"128","EUGENIO JOSE ZULIANI","Geninho Zuliani","EUGENIO JOSE ZULIANI",0,TRUE
"129","JOSE CARLOS ALELUIA COSTA","JOSÉ CARLOS ALELUIA","JOSE CARLOS ALELUIA COSTA",0,TRUE
"130","VICENTE ALVES DE OLIVEIRA","VICENTINHO ALVES","VICENTE ALVES DE OLIVEIRA",0,TRUE
"131","JOAO SANDES JUNIOR","SANDES JÚNIOR","JOAO SANDES JUNIOR",0,TRUE
"132","WALDENOR ALVES PEREIRA FILHO","Waldenor Pereira","WALDENOR ALVES PEREIRA FILHO",0,TRUE
"133","ROMANNA GIULIA CECCON LEANDRO REMOR MARCELINO","ROMANNA REMOR","ROMANNA GIULIA CECCON LEANDRO REMOR MARCELINO",0,TRUE
"134","CIRO FERREIRA GOMES","CIRO GOMES","CIRO FERREIRA GOMES",0,TRUE
"135","SORAYA DE SOUZA MANNATO","Dra. Soraya Manato","SORAYA DE SOUZA MANNATO",0,TRUE
"136","JOSE MARIO SCHREINER","Jose Mario Schreiner","JOSE MARIO SCHREINER",0,TRUE
"137","NILTON BALBINO","NILTON CAPIXABA","NILTON BALBINO",0,TRUE
"138","VALDEMAR COSTA NETO","VALDEMAR COSTA NETO","VALDEMAR COSTA NETO",0,TRUE
"139","FERNANDO MONTEIRO DE ALBUQUERQUE","Fernando Monteiro","FERNANDO MONTEIRO DE ALBUQUERQUE",0,TRUE
"140","CLOVIS ANTONIO CHAVES FECURY","CLÓVIS FECURY","CLOVIS ANTONIO CHAVES FECURY",0,TRUE
"141","VALDIVINO JOSE DE OLIVEIRA","VALDIVINO DE OLIVEIRA","VALDIVINO JOSE DE OLIVEIRA",0,TRUE
"142","JOSE LUIZ DE FRANCA PENNA","PENNA","JOSE LUIZ DE FRANCA PENNA",0,TRUE
"143","ANTONIO DA LUZ FURTADO","Delegado Antônio Furtado","ANTONIO DA LUZ FURTADO",0,TRUE
"144","MARCELO VIVIANI GONCALVES","MARCELO MATOS","MARCELO VIVIANI GONCALVES",0,TRUE
"145","LUCIO QUADROS VIEIRA LIMA","LUCIO VIEIRA LIMA","LUCIO QUADROS VIEIRA LIMA",0,TRUE
"146","ALEXANDRE VALLE CARDOSO","ALEXANDRE VALLE","ALEXANDRE VALLE CARDOSO",0,TRUE
"147","ROBERTO EGIDIO BALESTRA","ROBERTO BALESTRA","ROBERTO EGIDIO BALESTRA",0,TRUE
"148","AKIRA OTSUBO","AKIRA OTSUBO","AKIRA OTSUBO",0,TRUE
"149","ISNALDO BULHOES BARROS JUNIOR","Isnaldo Bulhões Jr.","ISNALDO BULHOES BARROS JUNIOR",0,TRUE
"150","AUGUSTO CESAR CAVALCANTE FARIAS","AUGUSTO FARIAS","AUGUSTO CESAR CAVALCANTE FARIAS",0,TRUE
"151","ELIZEU MORAIS DE AGUIAR","ELIZEU AGUIAR","ELIZEU MORAIS DE AGUIAR",0,TRUE
"152","ANTONIO CARLOS MARTINS DE BULHOES","ANTONIO BULHÕES","ANTONIO CARLOS MARTINS DE BULHOES",0,TRUE
"153","SALVADOR ZIMBALDI FILHO","SALVADOR ZIMBALDI","SALVADOR ZIMBALDI FILHO",0,TRUE
"154","MARIO FEITOZA DE CARVALHO FREITAS","MÁRIO FEITOZA","MARIO FEITOZA DE CARVALHO FREITAS",0,TRUE
"155","YEDA RORATO CRUSIUS","YEDA CRUSIUS","YEDA RORATO CRUSIUS",0,TRUE
"156","MARIA LAURA MONTEZA DE SOUZA CARNEIRO","LAURA CARNEIRO","MARIA LAURA MONTEZA DE SOUZA CARNEIRO",0,TRUE
"157","LUIZ CARLOS GHIORZZI BUSATO","LUIZ CARLOS BUSATO","LUIZ CARLOS GHIORZZI BUSATO",0,TRUE
"158","SANDRO DA MABEL ANTONIO SCODRO","SANDRO MABEL","SANDRO ANTONIO SCODRO",9,FALSE
"159","JOSE EDUARDO MARTINS CARDOZO","JOSE EDUARDO CARDOZO","JOSE EDUARDO CARDOZO",8,FALSE
"160","CARLA ROSYMAR ARAUJO DE SOUSA BARRETO","ROSY DE SOUSA","CARLA ROSYMAR ARAUJO DE SOUSA BARRETO",0,TRUE
"161","WADSON NATHANIEL RIBEIRO","WADSON RIBEIRO","WADSON NATHANIEL RIBEIRO",0,TRUE
"162","FERNANDO LUCIO GIACOBO","Giacobo","FERNANDO LUCIO GIACOBO",0,TRUE
"163","NELSON PADOVANI","NELSON PADOVANI","NELSON PADOVANI",0,TRUE
"164","ANTONIA LUCILEIA CRUZ RAMOS CAMARA","ANTÔNIA LÚCIA","ANTONIA LUCILEIA CRUZ RAMOS CAMARA",0,TRUE
"165","MARIA GORETE PEREIRA","GORETE PEREIRA","MARIA GORETE PEREIRA",0,TRUE
"166","LUIZ BENES LEOCADIO DE ARAUJO","Benes Leocádio","LUIZ BENES LEOCADIO DE ARAUJO",0,TRUE
"167","ALEXIS JOSEPH STEVERLYNCK FONTEYNE","Alexis Fonteyne","ALEXIS JOSEPH STEVERLYNCK FONTEYNE",0,TRUE
"168","ROBERTO SERGIO RIBEIRO COUTINHO TEIXEIRA","ROBERTO TEIXEIRA","ROBERTO SERGIO RIBEIRO COUTINHO TEIXEIRA",0,TRUE
"169","OSSESIO JOSE DA SILVA","Ossesio Silva","OSSESIO JOSE DA SILVA",0,TRUE
"170","GOIACIARA TAVARES CRUZ","GOIACIARA CRUZ","GOIACIARA TAVARES CRUZ",0,TRUE
"171","THEMISTOCLES DE SAMPAIO PEREIRA","THEMISTOCLES SAMPAIO","THEMISTOCLES SAMPAIO",11,FALSE
"172","LUCIO ANTONIO MOSQUINI","Lucio Mosquini","LUCIO ANTONIO MOSQUINI",0,TRUE
"173","EVANDRO HERRERA BERTONE GUSSI","EVANDRO GUSSI","EVANDRO HERRERA BERTONE GUSSI",0,TRUE
"174","MARINA PIGNATARO SANT ANNA","MARINA SANTANNA","MARINA PIGNATARO SANT'ANNA",2,TRUE
"175","DARCI DE MATOS","Darci de Matos","DARCI DE MATOS",0,TRUE
"176","RONALDO AUGUSTO LESSA SANTOS","RONALDO LESSA","RONALDO AUGUSTO LESSA SANTOS",0,TRUE
"177","FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA","Tiririca","FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA",0,TRUE
"178","CESAR HANNA HALUM","CÉSAR HALUM","CESAR HANNA HALUM",0,TRUE
"179","ROBERTO PEREIRA DE BRITTO","ROBERTO BRITTO","ROBERTO PEREIRA DE BRITTO",0,TRUE
"180","DULCE FERREIRA PAGANI MIRANDA","Dulce Miranda","DULCE FERREIRA PAGANI MIRANDA",0,TRUE
"181","SILVIO FRANCA TORRES","SILVIO TORRES","SILVIO FRANCA TORRES",0,TRUE
"182","RONALDO RAMOS CAIADO","RONALDO CAIADO","RONALDO RAMOS CAIADO",0,TRUE
"183","CELIO ANTONIO DA SILVEIRA","Célio Silveira","CELIO ANTONIO DA SILVEIRA",0,TRUE
"184","CARLOS ROBERTO DE CAMPOS","CARLOS ROBERTO","CARLOS ROBERTO DE CAMPOS",0,TRUE
"185","CARLOS MAGNO RAMOS","CARLOS MAGNO","CARLOS MAGNO RAMOS",0,TRUE
"186","JOSE AUGUSTO NALIN","ZÉ AUGUSTO NALIN","JOSE AUGUSTO NALIN",0,TRUE
"187","MILTON VIEIRA PINTO","Milton Vieira","MILTON VIEIRA PINTO",0,TRUE
"188","SERGIO ANTONIO NECHAR","DR. NECHAR","SERGIO ANTONIO NECHAR",0,TRUE
"189","HERBSON JAIRO RIBEIRO BANTIM","BERINHO BANTIM","HERBSON JAIRO RIBEIRO BANTIM",0,TRUE
"190","ADELMO CARNEIRO LEAO","ADELMO CARNEIRO LEÃO","ADELMO CARNEIRO LEAO",0,TRUE
"191","JOSE ALMEIDA LIMA","ALMEIDA LIMA","JOSE ALMEIDA LIMA",0,TRUE
"192","NEY LEPREVOST NETO","Ney Leprevost","NEY LEPREVOST NETO",0,TRUE
"193","JUAREZ ALVES DA COSTA","Juarez Costa","JUAREZ ALVES DA COSTA",0,TRUE
"194","JOAO ANANIAS VASCONCELOS NETO","JOÃO ANANIAS","JOAO ANANIAS VASCONCELOS NETO",0,TRUE
"195","PAULO ROBERTO SEVERO PIMENTA","Paulo Pimenta","PAULO ROBERTO SEVERO PIMENTA",0,TRUE
"196","CELSO SABINO DE OLIVEIRA","Celso Sabino","CELSO SABINO DE OLIVEIRA",0,TRUE
"197","LEONARDO LEMOS BARROS QUINTAO","LEONARDO QUINTÃO","LEONARDO LEMOS BARROS QUINTAO",0,TRUE
"198","MISAEL ARTUR FERREIRA VARELLA","Misael Varella","MISAEL ARTUR FERREIRA VARELLA",0,TRUE
"199","ANIBAL FERREIRA GOMES","Aníbal Gomes","ANIBAL FERREIRA GOMES",0,TRUE
"200","JOSE ALVES ROCHA","José Rocha","JOSE ALVES ROCHA",0,TRUE
"201","JOAO JOSE PEREIRA DE LYRA","JOÃO LYRA","JOAO JOSE PEREIRA DE LYRA",0,TRUE
"202","IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA","Iracema Portella","IRACEMA MARIA PORTELLA NUNES NOGUEIRA LIMA",0,TRUE
"203","ALBERTO PEREIRA MOURAO","ALBERTO MOURÃO","ALBERTO PEREIRA MOURAO",0,TRUE
"204","JOSEILDO RIBEIRO RAMOS","Joseildo Ramos","JOSEILDO RIBEIRO RAMOS",0,TRUE
"205","ALBANO DO PRADO PIMENTEL FRANCO","ALBANO FRANCO","ALBANO DO PRADO PIMENTEL FRANCO",0,TRUE
"206","LUCIANO FERNANDES MOREIRA","LUCIANO MOREIRA","LUCIANO FERNANDES MOREIRA",0,TRUE
"207","JOZIANE ARAUJO NASCIMENTO","JOZI ARAÚJO","JOZIANE ARAUJO NASCIMENTO",0,TRUE
"208","JOAO LUIZ CORREIA ARGOLO DOS SANTOS","LUIZ ARGÔLO","JOAO LUIZ CORREIA ARGOLO DOS SANTOS",0,TRUE
"209","JOSE GERARDO CORREA DE ARRUDA","GERA ARRUDA","JOSE GERARDO CORREA DE ARRUDA",0,TRUE
"210","MANOEL FERREIRA","PASTOR MANOEL FERREIRA","MANOEL FERREIRA",0,TRUE
"211","CESAR ANTONIO DE SOUZA","CESAR SOUZA","CESAR ANTONIO DE SOUZA",0,TRUE
"212","MARCAL GONCALVES LEITE FILHO","MARÇAL FILHO","MARCAL GONCALVES LEITE FILHO",0,TRUE
"213","GABRIEL BENEDITO ISSAAC CHALITA","GABRIEL CHALITA","GABRIEL BENEDITO ISSAAC CHALITA",0,TRUE
"214","CARLOS ALBERTO DE SOUSA ROSADO","BETINHO ROSADO","CARLOS ALBERTO DE SOUSA ROSADO",0,TRUE
"215","JOAO ANTONIO HOLANDA CALDAS","Dr. João","JOAO ANTONIO HOLANDA CALDAS",0,TRUE
"216","HIDEKAZU TAKAYAMA","TAKAYAMA","HIDEKAZU TAKAYAMA",0,TRUE
"217","JOAO ALBERTO PIZZOLATTI JUNIOR","JOÃO PIZZOLATTI","JOAO ALBERTO PIZZOLATTI JUNIOR",0,TRUE
"218","RODRIGO BATISTA DE CASTRO","Rodrigo de Castro","RODRIGO BATISTA DE CASTRO",0,TRUE
"219","MARCELO BELTRAO DE ALMEIDA","MARCELO ALMEIDA","MARCELO BELTRAO DE ALMEIDA",0,TRUE
"220","NEWTON CARDOSO JUNIOR","Newton Cardoso Jr","NEWTON CARDOSO JUNIOR",0,TRUE
"221","CIRO FRANCISCO PEDROSA","CIRO PEDROSA","CIRO FRANCISCO PEDROSA",0,TRUE
"222","LAZARO BOTELHO MARTINS","LÁZARO BOTELHO","LAZARO BOTELHO MARTINS",0,TRUE
"223","NELSON MARCHEZAN JUNIOR","NELSON MARCHEZAN JUNIOR","NELSON MARCHEZAN JUNIOR",0,TRUE
"224","JOSE RICARDO ALVARENGA TRIPOLI","RICARDO TRIPOLI","JOSE RICARDO ALVARENGA TRIPOLI",0,TRUE
"225","RUBENS OTONI GOMIDE","Rubens Otoni","RUBENS OTONI GOMIDE",0,TRUE
"226","ROGERIO MENDONCA","Rogério Peninha Mendonça","ROGERIO MENDONCA",0,TRUE
"227","LUIZ FERNANDO SARMENTO NICOLAU","DR. LUIZ FERNANDO","LUIZ FERNANDO SARMENTO NICOLAU",0,TRUE
"228","SERGIO OLIMPIO GOMES","MAJOR OLIMPIO","SERGIO OLIMPIO GOMES",0,TRUE
